,Product_ID,Deadlines,Fermentation_sequence
0,12,744,12
1,17,744,7
2,3,744,15
3,39,744,19
4,23,744,11
5,34,744,14
6,14,744,18
7,2,744,16
8,24,744,1
9,8,744,10
10,39,744,4
11,31,744,3
12,28,744,2
13,37,744,13
14,0,744,8
15,27,744,5
16,41,744,17
17,10,744,9
18,11,744,6
19,7,744,20
20,1,1416,29
21,42,1416,22
22,21,1416,40
23,39,1416,27
24,24,1416,30
25,33,1416,34
26,16,1416,37
27,37,1416,21
28,4,1416,28
29,28,1416,33
30,33,1416,26
31,43,1416,38
32,36,1416,23
33,15,1416,35
34,26,1416,31
35,14,1416,39
36,34,1416,32
37,39,1416,25
38,43,1416,36
39,27,1416,24
40,33,2160,44
41,21,2160,58
42,22,2160,55
43,9,2160,46
44,8,2160,57
45,6,2160,47
46,21,2160,59
47,37,2160,60
48,24,2160,50
49,28,2160,53
50,28,2160,43
51,1,2160,45
52,32,2160,49
53,9,2160,56
54,42,2160,41
55,31,2160,54
56,41,2160,42
57,36,2160,52
58,41,2160,48
59,11,2160,51
60,30,2880,73
61,31,2880,64
62,19,2880,76
63,42,2880,72
64,10,2880,68
65,29,2880,62
66,30,2880,80
67,10,2880,61
68,2,2880,78
69,20,2880,67
70,2,2880,70
71,11,2880,75
72,12,2880,77
73,16,2880,65
74,39,2880,63
75,42,2880,79
76,16,2880,69
77,16,2880,74
78,0,2880,71
79,31,2880,66
80,15,3624,93
81,43,3624,95
82,15,3624,94
83,9,3624,100
84,36,3624,89
85,9,3624,90
86,28,3624,99
87,33,3624,85
88,21,3624,96
89,11,3624,86
90,24,3624,87
91,33,3624,83
92,28,3624,98
93,22,3624,82
94,5,3624,97
95,41,3624,92
96,9,3624,88
97,10,3624,91
98,22,3624,84
99,15,3624,81
100,10,4344,104
101,14,4344,114
102,11,4344,110
103,8,4344,109
104,23,4344,102
105,9,4344,117
106,25,4344,113
107,5,4344,105
108,33,4344,103
109,20,4344,120
110,33,4344,107
111,7,4344,112
112,12,4344,101
113,20,4344,111
114,22,4344,115
115,12,4344,116
116,43,4344,106
117,36,4344,119
118,20,4344,108
119,27,4344,118
